h3_index,building_count,total_area,avg_area
892aa844b47ffff,119,195125.40614662,1639.709295349748
892aa844b4bffff,35,31439.99615036,898.285604296
892aa844b4fffff,142,172801.75066914,1216.9137371066197
892aa844b53ffff,147,141921.32911979,965.4512185019728
892aa844b57ffff,91,96712.65933473,1062.776476205824
892aa844b5bffff,140,136496.62027581,974.9758591129287
892aa844b63ffff,51,60789.581118199996,1191.952570945098
892aa844b6bffff,145,167892.76385177,1157.8811300122068
892aa844b6fffff,2,2582.52600683,1291.263003415
892aa844b73ffff,89,122261.91446185,1373.7293759758427
892aa844b7bffff,153,162879.00283785,1064.5686459990197
892aa844b83ffff,18,18405.03473138,1022.5019295211112
892aa844b8bffff,176,182695.52355273,1038.0427474586932
892aa844b93ffff,76,99697.0475102,1311.803256713158
892aa844b9bffff,85,81590.67173083,959.8902556568236
892aa844bc3ffff,10,25513.959711699998,2551.39597117
892aa844bc7ffff,168,126443.75985042,752.6414276810714
892aa844bcbffff,102,124254.29234032,1218.179336669804
892aa844bcfffff,101,88438.67129616,875.6304088728713
892aa844bd7ffff,1,995.87841275,995.87841275
892aa844c07ffff,17,11067.56334122,651.0331377188236
892aa844c0bffff,261,225531.04805427,864.1036323918391
892aa844c0fffff,211,195377.38588108,925.9591747918483
892aa844c23ffff,181,192333.74249562,1062.617361854254
892aa844c27ffff,106,109578.5376043,1033.7597887198112
892aa844c2bffff,156,153870.18967009,986.3473696800642
892aa844c2fffff,122,157112.34563062,1287.8061117263935
892aa844c33ffff,47,58796.77408385,1250.9951932734043
892aa844c37ffff,104,114819.02825588,1104.029117845
892aa844c3bffff,141,160801.57438502,1140.4366977660993
892aa844c43ffff,207,260809.27279897,1259.948177772802
892aa844c47ffff,411,211352.04512422,514.238552613674
892aa844c4bffff,267,194005.43413539,726.6121128666292
892aa844c4fffff,242,243435.3138082,1005.9310487942149
892aa844c53ffff,97,91674.12447204,945.0940667220618
892aa844c57ffff,142,169044.21794235,1190.4522390306338
892aa844c5bffff,108,241022.35527618,2231.6884747794443
892aa844c63ffff,54,103617.32472696,1918.8393467955555
892aa844c67ffff,126,161594.88709288,1282.499103911746
892aa844c6bffff,160,199910.35731331998,1249.43973320825
892aa844c6fffff,111,160549.10538018998,1446.3883367584683
892aa844c73ffff,220,299386.66230408,1360.8484650185453
892aa844c77ffff,89,235010.31278447,2640.5653121850564
892aa844c7bffff,127,196548.34762164,1547.6247844223622
892aa844d4bffff,204,160789.89945978,788.1857816655881
892aa844d53ffff,3,5836.1032251100005,1945.3677417033334
892aa844d5bffff,27,32042.628708930002,1186.7640262566667
892aa844dcbffff,79,55866.132959509996,707.1662399937974
892aa844e03ffff,42,149552.18059568,3560.7662046590476
892aa844e07ffff,144,327149.96662124,2271.8747682030557
892aa844e0bffff,186,269868.94868873,1450.9083262834947
892aa844e0fffff,21,88144.40065185999,4197.352411993333
892aa844e13ffff,70,102136.04449541999,1459.0863499345712
892aa844e17ffff,50,60867.63566156,1217.3527132312001
892aa844e1bffff,195,444257.05072288,2278.241285758359
892aa844e23ffff,73,138173.57881313,1892.7887508647946
892aa844e27ffff,85,218458.52629524,2570.1003093557647
892aa844e2bffff,172,271860.12025355,1580.5820944973837
892aa844e2fffff,139,139137.53126831,1000.9894335849641
892aa844e33ffff,123,102858.11784376,836.244860518374
892aa844e37ffff,204,284554.74116776,1394.876182194902
892aa844e3bffff,33,155903.64451011,4724.352863942727
892aa844e47ffff,1,77177.8794207,77177.8794207
892aa844e4fffff,136,248406.61906003,1826.5192577943383
892aa844e63ffff,357,274365.47391984,768.5307392712605
892aa844e67ffff,163,211594.97314864,1298.1286696235584
892aa844e6bffff,133,185159.23061895,1392.1746663078948
892aa844e6fffff,430,250522.45518571,582.610360897
892aa844e77ffff,18,179628.68887548,9979.371604193333
892aa844e7bffff,77,339936.83349358,4414.764071345195
892aa844e83ffff,92,116848.37968506,1270.0910835332609
892aa844e87ffff,165,225091.5632191,1364.1912922369697
892aa844e8bffff,146,143664.13799652,984.0009451816438
892aa844e8fffff,103,111891.54904024,1086.3257188372816
892aa844e93ffff,104,118299.3002696,1137.493271823077
892aa844e97ffff,160,222085.89975913,1388.0368734945625
892aa844e9bffff,85,110566.24610609,1300.779365954
892aa844ea3ffff,178,182589.54213395,1025.7839445727527
892aa844ea7ffff,192,165347.87313873,861.1868392642187
892aa844eabffff,195,145441.05682952,745.851573484718
892aa844eafffff,233,185136.39946074,794.5768217199142
892aa844eb3ffff,225,198492.2570441,882.1878090848888
892aa844eb7ffff,131,234190.25448074,1787.7118662651908
892aa844ebbffff,144,260050.28672468002,1805.904768921389
892aa844ec7ffff,7,8255.33380319,1179.3334004557144
892aa844ed7ffff,5,8510.74245408,1702.148490816
892aa845003ffff,289,346846.66489779,1200.1614702345676
892aa845007ffff,382,320137.41249965,838.0560536640052
892aa84500bffff,183,200058.80944412,1093.217537946011
892aa84500fffff,312,304586.09049505,976.2374695354167
892aa845013ffff,370,320551.63846966,866.3557796477297
892aa845017ffff,501,398084.32654129,794.5794940943912
892aa84501bffff,297,315688.70544564,1062.924934160404
892aa845023ffff,253,263304.14261096,1040.7278364069566
892aa845027ffff,356,325398.52737319,914.0408072280618
892aa84502bffff,164,387899.12891066,2365.2385909186582
892aa84502fffff,227,331465.01805678,1460.1983174307488
892aa845033ffff,330,282189.22053184,855.1188500964848
892aa845037ffff,289,243650.06958671,843.0798255595502
892aa84503bffff,321,334326.70701789,1041.5162212395328
892aa845043ffff,122,170873.2064991,1400.6000532713115
892aa845047ffff,95,206499.72277886,2173.6812924090527
892aa84504fffff,93,157215.61670311,1690.4905021839784
892aa845053ffff,186,283433.07416032,1523.833732044731
892aa845057ffff,214,207641.67443266,970.2881982834579
892aa84505bffff,14,28928.30109193,2066.307220852143
892aa845063ffff,237,263229.65754372,1110.6736605220253
892aa845067ffff,31,172195.08846191,5554.680272964839
892aa84506bffff,214,268634.66123651,1255.3021553107942
892aa84506fffff,322,335013.32864659,1040.4140641198446
892aa845073ffff,126,347436.88194661,2757.435571004841
892aa845077ffff,244,249123.09206887,1020.9962789707787
892aa84507bffff,268,291291.78465739,1086.9096442439925
892aa845083ffff,284,291109.7127268,1025.0341997422536
892aa845087ffff,351,296888.88263745,845.8372724713676
892aa84508bffff,327,383222.06957457,1171.9329344788073
892aa84508fffff,470,355627.16713403,756.6535470936809
892aa845093ffff,143,130185.13195381,910.3855381385315
892aa845097ffff,292,322442.30721413,1104.2544767607192
892aa84509bffff,254,227511.27417272,895.7136778453544
892aa8450a3ffff,118,162197.99779734,1374.5593033672883
892aa8450a7ffff,83,52622.22646157,634.0027284526506
892aa8450abffff,341,359137.77486863,1053.189955626481
892aa8450afffff,220,194053.78569042,882.0626622291818
892aa8450b3ffff,253,265731.81570791,1050.3233822447035
892aa8450b7ffff,11,29958.80510506,2723.5277368236366
892aa8450bbffff,383,326038.58333127,851.2756744941776
892aa8450c3ffff,117,216993.28299828,1854.6434444297436
892aa8450c7ffff,360,428208.29083421,1189.4674745394723
892aa8450cbffff,222,293751.53365379,1323.2051065486037
892aa8450cfffff,338,317674.61141984,939.8657142598817
892aa8450d3ffff,35,232998.15160861998,6657.090045960571
892aa8450d7ffff,386,356718.36118362,924.1408320819171
892aa8450dbffff,122,291476.10127966,2389.148371144754
892aa845107ffff,8,51981.43642448,6497.67955306
892aa845123ffff,136,278006.91468372,2044.1684903214705
892aa845127ffff,117,128656.86267104,1099.6313048806837
892aa84512bffff,68,419821.67437332,6173.848152548824
892aa84512fffff,122,95688.38030033,784.3309860682787
892aa845133ffff,17,76658.77902034,4509.339942372942
892aa845137ffff,63,72105.77280146,1144.5360762136509
892aa84513bffff,89,81564.89088641,916.45944816191
892aa845143ffff,203,197620.07713846,973.4979169382267
892aa845147ffff,123,638365.69441329,5189.96499523
892aa84514bffff,345,433234.00027911,1255.7507254466957
892aa84514fffff,346,405613.92816269,1172.2945900655782
892aa845153ffff,243,225207.55080856,926.7800444796708
892aa84515bffff,321,337424.01790657,1051.165164817975
892aa845163ffff,10,7403.16378362,740.316378362
892aa845167ffff,5,224098.30078432002,44819.660156864
892aa84516bffff,357,297662.19992549,833.7876748613165
892aa845177ffff,19,875990.64376145,46104.77072428684
892aa84517bffff,332,290529.81536491,875.089805315994
892aa845183ffff,2,19756.873661529997,9878.436830764998
892aa845187ffff,68,682183.77480343,10032.114335344559
892aa84518bffff,8,173585.38351793,21698.17293974125
892aa84518fffff,6,3657.5271626999997,609.58786045
892aa845193ffff,15,28747.212821089997,1916.4808547393332
892aa845197ffff,66,232172.57903657,3517.7663490389396
892aa84519bffff,104,186287.3337426,1791.2243629096154
892aa8451a3ffff,61,268255.88586912997,4397.637473264425
892aa8451a7ffff,206,297410.24106756,1443.7390343085435
892aa8451abffff,4,16705.85218294,4176.463045735
892aa8451afffff,163,159648.78824811,979.4404187000614
892aa8451b7ffff,88,283618.68263511,3222.939575398977
892aa8451bbffff,2,79717.91557431,39858.957787155
892aa8451cbffff,313,281256.50722138,898.5830901641534
892aa8451d3ffff,6,5889.5658717,981.5943119499999
892aa8451d7ffff,23,77698.86836933,3378.211668231739
892aa8451dbffff,300,302468.36748571,1008.2278916190334
892aa845203ffff,53,99650.03525693,1880.1893444703774
892aa84520bffff,79,152592.96893778,1931.5565688326583
892aa84520fffff,43,99210.4837269,2307.220551788372
892aa845213ffff,4,6935.79280052,1733.94820013
892aa84521bffff,53,113368.07017009,2139.0201918884904
892aa845227ffff,2,4057.5004610099995,2028.7502305049998
892aa84522bffff,58,129149.18945955,2226.71016309569
892aa84522fffff,8,32747.674605390002,4093.4593256737503
892aa845237ffff,33,75204.00004293,2278.90909221
892aa84523bffff,11,28786.821564949998,2616.983778631818
892aa845243ffff,69,154202.10989825,2234.813186931159
892aa845247ffff,112,188433.123789,1682.4386052589286
892aa84524bffff,64,307157.55103171,4799.336734870469
892aa84524fffff,50,247802.47684426,4956.0495368852
892aa845253ffff,78,137032.7843092,1756.8305680666667
892aa845257ffff,99,174476.43460018001,1762.3882282846466
892aa84525bffff,77,214466.6301564,2785.280911122078
892aa845263ffff,53,580502.78613683,10952.88275729868
892aa845267ffff,110,227648.16782315,2069.5287983922726
892aa84526bffff,27,456825.69806504,16919.470298705186
892aa84526fffff,17,254019.02254081002,14942.29544357706
892aa845273ffff,36,82197.98813593,2283.277448220278
892aa845277ffff,12,56206.78981948,4683.899151623334
892aa84527bffff,18,169594.90883082,9421.93937949
892aa84528bffff,73,162934.17506575,2231.975000900685
892aa8452a3ffff,30,49169.5713702,1638.98571234
892aa8452a7ffff,174,213793.31319268,1228.6972022567818
892aa8452afffff,46,76764.98316641,1668.8039818784785
892aa8452b3ffff,2,2441.7672507400002,1220.8836253700001
892aa8452b7ffff,120,188912.09077604,1574.2674231336666
892aa8452c3ffff,15,27148.52259766,1809.9015065106666
892aa8452cbffff,10,25034.93132777,2503.493132777
892aa8452cfffff,43,112178.46650871,2608.801546714186
892aa8452d3ffff,12,25496.95955606,2124.7466296716666
892aa8452dbffff,126,258182.99739254,2049.0714078773017
892aa845303ffff,268,469909.25370511,1753.3927377056343
892aa845307ffff,80,517359.73792757,6466.996724094625
892aa84530bffff,428,448366.57031458,1047.5854446602336
892aa84530fffff,367,455033.46753281,1239.873208536267
892aa845313ffff,274,437392.44439696,1596.322789769927
892aa845317ffff,294,415861.46636251,1414.4947835459523
892aa84531bffff,231,312431.09097702,1352.515545355065
892aa845323ffff,145,368543.48187902,2541.6791853725517
892aa845327ffff,123,751656.16313231,6111.025716522846
892aa84532bffff,172,496506.58703347,2886.6662036829653
892aa84532fffff,59,284855.77453848004,4828.063975228475
892aa845333ffff,96,353660.01247278,3683.958463258125
892aa845337ffff,252,370345.28212135,1469.6241354021824
892aa84533bffff,167,400458.11680641,2397.9527952479643
892aa845343ffff,68,80533.57302618,1184.317250385
892aa845347ffff,222,221048.02300141,995.7118153216667
892aa84534bffff,23,48396.334658859996,2104.1884634286953
892aa845353ffff,5,13868.77535345,2773.75507069
892aa845357ffff,296,292519.23410546,988.2406557616891
892aa84535bffff,9,21777.45202371,2419.7168915233333
892aa845363ffff,10,50023.205306690004,5002.320530669001
892aa845367ffff,258,516175.86192646,2000.681635373876
892aa84536bffff,50,40854.09263823,817.0818527646001
892aa84536fffff,75,110803.43040146,1477.3790720194668
892aa845373ffff,270,253046.24384592,937.2083105404444
892aa845377ffff,235,368915.91189353,1569.8549442277872
892aa845383ffff,356,350701.74029805,985.1172480282303
892aa845387ffff,305,471024.28056725,1544.3419034991803
892aa84538bffff,243,324621.70183231,1335.8917770876956
892aa84538fffff,356,368449.05343799,1034.969251230309
892aa845393ffff,160,374753.21761111,2342.2076100694376
892aa845397ffff,293,1251291.85050877,4270.62065020058
892aa84539bffff,372,396230.82354909,1065.1366224437904
892aa8453a3ffff,466,484484.67301856,1039.666680297339
892aa8453a7ffff,462,373399.83435795,808.2247496925326
892aa8453abffff,209,482982.22021467,2310.9197139457897
892aa8453afffff,305,404905.61219858,1327.5593842576393
892aa8453b3ffff,340,403372.73883562,1186.390408340059
892aa8453b7ffff,388,474930.86349504,1224.0486172552578
892aa8453bbffff,388,494323.63300484,1274.029981971237
892aa8453c3ffff,147,165252.96508529,1124.1698305121768
892aa8453c7ffff,8,156572.76198962,19571.5952487025
892aa8453cbffff,77,127953.52325231,1661.734068211818
892aa8453cfffff,21,32945.86281268,1568.8506101276191
892aa8453d3ffff,241,268048.39430425,1112.2340012624481
892aa8453d7ffff,101,143421.88337201,1420.0186472476237
892aa8453dbffff,137,186182.25915094,1358.9945923426276
892aa845403ffff,154,266165.6523551,1728.348391916234
892aa845407ffff,272,384045.25893425,1411.9310990229778
892aa84540bffff,96,338489.22172201,3525.929392937604
892aa84540fffff,129,193906.66527177,1503.1524439672094
892aa845413ffff,71,71540.65840301,1007.6149070846479
892aa845417ffff,134,106438.22857606,794.3151386273134
892aa84541bffff,130,252479.23409179001,1942.1479545522309
892aa845423ffff,20,268404.59328086,13420.229664043
892aa845427ffff,72,96034.12285869,1333.80726192625
892aa84542bffff,153,196409.93511071,1283.7250660830719
892aa84542fffff,185,199267.92939022,1077.1239426498378
892aa845433ffff,198,303413.96201951,1532.3937475732828
892aa845437ffff,154,188795.95538324,1225.9477622288312
892aa84543bffff,121,386976.21512046,3198.15053818562
892aa845443ffff,173,199959.10569752,1155.83298091052
892aa845447ffff,200,173800.54654842,869.0027327421001
892aa84544bffff,184,247235.15081602999,1343.6692979132065
892aa84544fffff,234,260293.38640615,1112.3648991715813
892aa845453ffff,97,181510.38069481,1871.2410380908248
892aa845457ffff,154,220140.99561358002,1429.4869845037663
892aa84545bffff,145,197267.85203129,1360.4679450433794
892aa845463ffff,340,268002.55033316,788.2427950975293
892aa845467ffff,317,264813.22824351,835.3729597587067
892aa84546bffff,240,215041.47797719,896.0061582382916
892aa84546fffff,303,268508.82061793,886.16772481165
892aa845473ffff,68,449116.54915649,6604.655134654265
892aa845477ffff,201,250466.00783889001,1246.099541487015
892aa84547bffff,452,293982.30231684,650.403323709823
892aa8454a7ffff,3,8355.23145737,2785.0771524566667
892aa8454abffff,114,107463.74464333,942.6644266958773
892aa8454afffff,172,154155.5626614,896.2532712872094
892aa8454c7ffff,3,19787.65412528,6595.884708426667
892aa8454cbffff,80,165991.14652876,2074.8893316095
892aa8454cfffff,59,258673.23461004999,4384.2921120347455
892aa845503ffff,128,142263.91750737999,1111.4368555264061
892aa845507ffff,311,183799.12713438,590.9939779240514
892aa84550bffff,23,295496.96345039003,12847.694063060437
892aa84550fffff,316,230056.34817757,728.0264182834494
892aa845513ffff,355,251146.63833445,707.4553192519718
892aa845517ffff,169,118116.58095359,698.9146801987574
